"general","specific","api_name_fk"
"TrackPanelCell","undefined","../../TrackPanelCell"
"TrackView","h ","TrackView.h // to inherit"
"widgets","Overlay","../../widgets/Overlay.h // to inherit"
"AudioIOBase","h ","AudioIOBase.h // for ScrubbingOptions"
"commands","CommandManager","../../commands/CommandManager.h // for MenuTable"
"lame","undefined","lame/lame"
"ExportMultiple","undefined","ExportMultiple"
"AttaedVirtualFunction","undefined","AttaedVirtualFunction"
"wx","wx","wx/listbase"
"ui","ui","../ui/ButtonHandle"
"CommonTrackPanelCell","h ","CommonTrackPanelCell.h // to inherit"
"gtk","gtk","gtk/FileDialogPrivate"
"mac","mac","mac/FileDialogPrivate"
"win","win","win/FileDialogPrivate"
"swites","undefined","swites"
"SelectionState","undefined","../SelectionState"
":Types","h on the Mac, and true",":Types.h on the Mac, and true/false as #defined below"
"cleanup","undefined","cleanup"
"ha","undefined","ha"
"hash","hash","hash.h "
"vorbis","vorbis","vorbis/vorbisenc"
"harout","undefined","harout"
"stddef","stddef","stddef.h "
"midierr","undefined","midierr"
"cext","undefined","cext"
"midifns","undefined","midifns"
"userio","undefined","userio"
"timebase","undefined","timebase"
"moxc","undefined","moxc"
"MacTypes","undefined","MacTypes"
"cque","undefined","cque"
"debug","undefined","debug"
"stdefs","stdefs","stdefs.h */"
"sndfnintdefs","undefined","sndfnintdefs"
"seqfnintdefs","undefined","seqfnintdefs"
"sndfnintptrs","undefined","sndfnintptrs"
"seqfnintptrs","undefined","seqfnintptrs"
"fftw","undefined","fftw"
"sndwrite","undefined","sndwrite"
"widgets","widgets","../widgets/wxWidgetsBasicUI"
"stdefs","undefined","stdefs"
"globals","undefined","globals"
"FormatClassifier","undefined","FormatClassifier"
"stdint","undefined","stdint"
"cstdio","undefined","cstdio"
"Import","undefined","Import"
"ImportPlugin","undefined","ImportPlugin"
"FFmpeg      ","FFmpeg      ","../FFmpeg      // i brings in avcodec, avformat"
"FLAC++","FLAC++","FLAC++/decoder"
"Audacity","h	","../Audacity.h	// needed before GStreamer.h // for USE_* macros"
"ImportGStreamer","undefined","ImportGStreamer"
"gio","undefined","gio/gio"
"gst","app","gst/app/gstappsink"
"gst","audio","gst/audio/audio-format"
"ImportMIDI","undefined","ImportMIDI"
"mad","undefined","mad"
"vorbis","vorbis","vorbis/vorbisfile"
"Audacity","h ","../Audacity.h // for USE_* macros"
"QuickTime","undefined","QuickTime/QuickTime"
"ConditionalMacros","undefined","ConditionalMacros"
"Movies","undefined","Movies"
"QuickTimeComponents","undefined","QuickTimeComponents"
"Sound","undefined","Sound"
"Folders","undefined","Folders"
"ToolUtils","undefined","ToolUtils"
"Gestalt","undefined","Gestalt"
"Navigation","undefined","Navigation"
"ImportRaw","undefined","ImportRaw"
"RawAudioGuess","undefined","RawAudioGuess"
"MultiFormatReader","undefined","MultiFormatReader"
"exception","undefined","exception"
"stdexcept","undefined","stdexcept"
"SpecPowerMeter","undefined","SpecPowerMeter"
"tracks","ui","../tracks/ui/TimeiftHandle"
"Clipboard","undefined","../Clipboard"
